"","age","degree","race","age_cat","sex","priors_count","score_num","two_year_recid"
"896",26,"Felony","African-American","25 - 45","Female",4,7,1
"898",47,"Felony","African-American","Greater than 45","Male",4,3,0
"899",36,"Felony","African-American","25 - 45","Male",2,3,0
"903",53,"Felony","African-American","Greater than 45","Male",2,3,0
"904",57,"Felony","African-American","Greater than 45","Male",19,7,0
"905",22,"Felony","African-American","Less than 25","Male",5,8,1
"906",21,"Felony","African-American","Less than 25","Male",0,10,1
"907",26,"Felony","African-American","25 - 45","Male",0,3,1
"908",27,"Felony","African-American","25 - 45","Male",2,5,0
"911",30,"Felony","African-American","25 - 45","Male",8,10,1
"913",34,"Felony","African-American","25 - 45","Male",1,1,0
"914",45,"Felony","African-American","Greater than 45","Male",10,3,1
"919",22,"Felony","African-American","Less than 25","Female",1,6,1
"922",49,"Felony","African-American","Greater than 45","Male",1,3,1
"925",24,"Misdemeanor","African-American","Less than 25","Male",1,2,1
"927",32,"Felony","African-American","25 - 45","Male",0,1,0
"929",27,"Felony","African-American","25 - 45","Male",9,10,1
"932",37,"Misdemeanor","African-American","25 - 45","Male",18,9,0
"934",23,"Felony","African-American","Less than 25","Male",1,6,1
"935",20,"Felony","African-American","Less than 25","Female",0,8,0
"937",50,"Felony","African-American","Greater than 45","Male",7,2,0
"941",23,"Felony","African-American","Less than 25","Female",3,5,1
"948",25,"Misdemeanor","African-American","25 - 45","Male",0,3,1
"949",33,"Felony","African-American","25 - 45","Male",16,9,1
"950",33,"Misdemeanor","African-American","25 - 45","Male",4,5,1
"951",24,"Felony","African-American","Less than 25","Male",0,2,0
"952",33,"Misdemeanor","African-American","25 - 45","Male",12,9,1
"955",43,"Felony","African-American","25 - 45","Male",9,6,1
"956",35,"Felony","African-American","25 - 45","Male",5,6,1
"957",25,"Felony","African-American","25 - 45","Male",11,9,1
"958",61,"Felony","African-American","Greater than 45","Male",1,1,1
"959",52,"Felony","African-American","Greater than 45","Female",1,1,0
"960",39,"Misdemeanor","African-American","25 - 45","Male",1,2,1
"961",47,"Felony","African-American","Greater than 45","Male",5,4,0
"964",24,"Felony","African-American","Less than 25","Female",0,7,0
"965",34,"Felony","African-American","25 - 45","Female",14,9,0
"972",24,"Felony","African-American","Less than 25","Female",0,7,0
"976",56,"Felony","African-American","Greater than 45","Male",0,1,0
"977",23,"Felony","African-American","Less than 25","Male",2,2,1
"980",21,"Felony","African-American","Less than 25","Male",0,9,1
"981",35,"Felony","African-American","25 - 45","Female",2,5,0
"984",41,"Misdemeanor","African-American","25 - 45","Male",9,9,0
"985",24,"Felony","African-American","Less than 25","Male",0,5,0
"987",28,"Felony","African-American","25 - 45","Male",9,8,1
"989",49,"Felony","African-American","Greater than 45","Male",3,2,0
"991",21,"Felony","African-American","Less than 25","Male",0,3,1
"992",27,"Felony","African-American","25 - 45","Female",3,9,1
"993",50,"Misdemeanor","African-American","Greater than 45","Male",4,5,0
"994",23,"Misdemeanor","African-American","Less than 25","Female",0,3,0
"996",25,"Felony","African-American","25 - 45","Male",4,5,1
"1002",32,"Felony","African-American","25 - 45","Female",6,4,1
"1004",52,"Felony","African-American","Greater than 45","Male",3,1,0
"1009",20,"Misdemeanor","African-American","Less than 25","Male",0,10,1
"1015",33,"Felony","African-American","25 - 45","Female",1,2,0
"1016",42,"Misdemeanor","African-American","25 - 45","Male",0,1,0
"1018",28,"Felony","African-American","25 - 45","Male",5,6,1
"1019",32,"Felony","African-American","25 - 45","Male",4,6,1
"1020",28,"Felony","African-American","25 - 45","Male",7,7,1
"1022",38,"Felony","African-American","25 - 45","Male",3,4,0
"1023",34,"Misdemeanor","African-American","25 - 45","Female",0,3,0
"1025",36,"Felony","African-American","25 - 45","Male",1,8,1
"1026",29,"Misdemeanor","African-American","25 - 45","Male",0,2,1
"1027",34,"Felony","African-American","25 - 45","Male",3,6,1
"1028",38,"Misdemeanor","African-American","25 - 45","Male",1,2,0
"1031",23,"Misdemeanor","African-American","Less than 25","Male",0,9,0
"1033",20,"Felony","African-American","Less than 25","Male",0,3,0
"1034",25,"Felony","African-American","25 - 45","Female",2,8,1
"1035",35,"Misdemeanor","African-American","25 - 45","Male",0,1,0
"1037",24,"Misdemeanor","African-American","Less than 25","Male",2,5,1
"1038",22,"Felony","African-American","Less than 25","Male",0,9,0
"1042",60,"Felony","African-American","Greater than 45","Male",12,3,0
"1043",33,"Misdemeanor","African-American","25 - 45","Male",6,5,0
"1044",34,"Misdemeanor","African-American","25 - 45","Male",2,4,1
"1046",27,"Misdemeanor","African-American","25 - 45","Male",0,2,1
"1047",29,"Felony","African-American","25 - 45","Male",4,10,1
"1051",32,"Felony","African-American","25 - 45","Male",1,4,0
"1054",22,"Felony","African-American","Less than 25","Male",1,3,1
"1058",21,"Felony","African-American","Less than 25","Male",0,4,0
"1059",22,"Felony","African-American","Less than 25","Male",0,5,0
"1060",35,"Felony","African-American","25 - 45","Male",4,8,1
"1064",20,"Felony","African-American","Less than 25","Male",0,10,1
"1067",31,"Felony","African-American","25 - 45","Male",4,3,1
"1074",28,"Misdemeanor","African-American","25 - 45","Male",0,1,0
"1076",24,"Felony","African-American","Less than 25","Male",0,3,1
"1077",28,"Felony","African-American","25 - 45","Male",0,2,0
"1080",20,"Felony","African-American","Less than 25","Male",1,3,0
"1081",21,"Misdemeanor","African-American","Less than 25","Male",0,6,0
"1088",26,"Felony","African-American","25 - 45","Female",5,9,1
"1090",39,"Felony","African-American","25 - 45","Female",1,2,0
"1092",44,"Felony","African-American","25 - 45","Male",2,5,0
"1094",30,"Felony","African-American","25 - 45","Male",1,1,0
"1098",42,"Felony","African-American","25 - 45","Male",0,1,0
"1100",47,"Felony","African-American","Greater than 45","Male",7,1,1
"1104",44,"Misdemeanor","African-American","25 - 45","Male",0,1,0
"1106",22,"Felony","African-American","Less than 25","Male",0,8,1
"1107",32,"Misdemeanor","African-American","25 - 45","Male",4,4,1
"1108",27,"Misdemeanor","African-American","25 - 45","Male",0,3,0
"1113",27,"Felony","African-American","25 - 45","Male",4,2,1
"1114",32,"Felony","African-American","25 - 45","Male",0,7,1
"1115",43,"Felony","African-American","25 - 45","Male",2,3,0
"1117",26,"Felony","African-American","25 - 45","Male",0,4,1
"1118",26,"Misdemeanor","African-American","25 - 45","Male",0,2,0
"1121",58,"Felony","African-American","Greater than 45","Female",4,1,0
"1124",21,"Felony","African-American","Less than 25","Male",2,10,1
"1127",23,"Misdemeanor","African-American","Less than 25","Male",0,7,0
"1129",22,"Felony","African-American","Less than 25","Male",6,9,0
"1130",30,"Felony","African-American","25 - 45","Male",6,4,0
"1131",25,"Felony","African-American","25 - 45","Male",15,9,1
"1132",20,"Felony","African-American","Less than 25","Male",0,7,1
"1134",33,"Felony","African-American","25 - 45","Male",1,2,1
"1135",59,"Felony","African-American","Greater than 45","Male",1,4,0
"1137",53,"Felony","African-American","Greater than 45","Male",8,6,1
"1140",23,"Felony","African-American","Less than 25","Male",0,3,0
"1141",32,"Misdemeanor","African-American","25 - 45","Male",2,8,0
"1142",32,"Misdemeanor","African-American","25 - 45","Male",11,9,1
"1145",30,"Felony","African-American","25 - 45","Male",7,10,1
"1146",28,"Misdemeanor","African-American","25 - 45","Male",1,7,0
"1148",35,"Misdemeanor","African-American","25 - 45","Male",3,2,0
"1149",19,"Felony","African-American","Less than 25","Male",2,8,1
"1150",22,"Misdemeanor","African-American","Less than 25","Male",1,6,1
"1151",29,"Felony","African-American","25 - 45","Male",0,1,0
"1152",23,"Misdemeanor","African-American","Less than 25","Female",0,4,0
"1154",35,"Misdemeanor","African-American","25 - 45","Male",1,4,0
"1158",33,"Felony","African-American","25 - 45","Female",1,2,0
"1161",28,"Felony","African-American","25 - 45","Male",2,4,1
"1163",23,"Felony","African-American","Less than 25","Male",0,7,1
"1166",22,"Felony","African-American","Less than 25","Male",3,9,0
"1167",29,"Misdemeanor","African-American","25 - 45","Male",0,2,0
"1168",20,"Felony","African-American","Less than 25","Male",2,9,1
"1170",41,"Felony","African-American","25 - 45","Male",2,5,0
"1171",28,"Felony","African-American","25 - 45","Female",4,4,0
"1174",26,"Felony","African-American","25 - 45","Male",3,3,1
"1175",20,"Felony","African-American","Less than 25","Male",0,4,0
"1177",36,"Felony","African-American","25 - 45","Male",0,8,0
"1180",23,"Misdemeanor","African-American","Less than 25","Male",1,9,0
"1181",34,"Felony","African-American","25 - 45","Male",19,10,1
"1185",31,"Felony","African-American","25 - 45","Male",0,2,0
"1186",38,"Felony","African-American","25 - 45","Female",14,10,1
"1187",33,"Felony","African-American","25 - 45","Male",0,1,1
"1188",27,"Felony","African-American","25 - 45","Male",3,8,1
"1190",42,"Felony","African-American","25 - 45","Female",2,2,0
"1191",22,"Felony","African-American","Less than 25","Male",3,8,1
"1194",21,"Misdemeanor","African-American","Less than 25","Female",1,3,1
"1197",37,"Misdemeanor","African-American","25 - 45","Female",0,4,0
"1199",53,"Misdemeanor","African-American","Greater than 45","Male",0,1,1
"1200",30,"Felony","African-American","25 - 45","Female",8,8,1
"1203",21,"Felony","African-American","Less than 25","Male",1,8,0
"1204",22,"Felony","African-American","Less than 25","Male",1,7,0
"1206",26,"Felony","African-American","25 - 45","Male",3,4,1
"1207",54,"Misdemeanor","African-American","Greater than 45","Male",9,1,0
"1209",30,"Felony","African-American","25 - 45","Male",20,9,1
"1210",26,"Felony","African-American","25 - 45","Female",1,6,1
"1211",41,"Misdemeanor","African-American","25 - 45","Male",0,1,0
"1214",22,"Misdemeanor","African-American","Less than 25","Male",0,3,1
"1216",42,"Misdemeanor","African-American","25 - 45","Female",2,3,0
"1217",25,"Felony","African-American","25 - 45","Male",8,6,1
"1218",49,"Misdemeanor","African-American","Greater than 45","Male",4,2,0
"1221",23,"Misdemeanor","African-American","Less than 25","Female",0,6,0
"1222",30,"Misdemeanor","African-American","25 - 45","Male",2,7,0
"1223",48,"Felony","African-American","Greater than 45","Male",9,6,1
"1224",32,"Felony","African-American","25 - 45","Male",2,7,1
"1226",24,"Felony","African-American","Less than 25","Male",5,7,1
"1227",22,"Felony","African-American","Less than 25","Male",3,5,1
"1228",44,"Felony","African-American","25 - 45","Male",2,2,0
"1230",27,"Misdemeanor","African-American","25 - 45","Female",1,2,0
"1231",52,"Misdemeanor","African-American","Greater than 45","Male",15,4,1
"1233",69,"Misdemeanor","African-American","Greater than 45","Male",3,1,0
"1237",19,"Felony","African-American","Less than 25","Male",3,4,1
"1238",24,"Misdemeanor","African-American","Less than 25","Male",12,9,1
"1242",43,"Felony","African-American","25 - 45","Male",4,1,1
"1243",24,"Felony","African-American","Less than 25","Male",4,7,0
"1245",25,"Felony","African-American","25 - 45","Male",5,9,1
"1247",21,"Felony","African-American","Less than 25","Male",1,8,0
"1248",31,"Felony","African-American","25 - 45","Male",6,10,1
"1249",23,"Felony","African-American","Less than 25","Female",1,9,0
"1250",30,"Felony","African-American","25 - 45","Male",15,10,1
"1254",36,"Felony","African-American","25 - 45","Male",5,3,0
"1255",50,"Felony","African-American","Greater than 45","Female",1,1,0
"1256",23,"Misdemeanor","African-American","Less than 25","Male",0,3,1
"1263",35,"Misdemeanor","African-American","25 - 45","Male",2,7,0
"1265",25,"Misdemeanor","African-American","25 - 45","Male",8,10,1
"1267",29,"Felony","African-American","25 - 45","Male",7,3,0
"1269",37,"Misdemeanor","African-American","25 - 45","Male",12,9,1
"1271",32,"Felony","African-American","25 - 45","Male",1,2,1
"1283",28,"Felony","African-American","25 - 45","Male",3,2,0
"1286",27,"Felony","African-American","25 - 45","Male",6,5,1
"1288",22,"Felony","African-American","Less than 25","Female",0,4,1
"1289",33,"Misdemeanor","African-American","25 - 45","Male",7,6,1
"1290",34,"Felony","African-American","25 - 45","Male",15,7,0
"1292",32,"Felony","African-American","25 - 45","Male",12,8,0
"1293",47,"Felony","African-American","Greater than 45","Male",14,9,1
"1295",25,"Felony","African-American","25 - 45","Male",14,10,1
"1298",28,"Felony","African-American","25 - 45","Male",4,6,1
"1299",20,"Felony","African-American","Less than 25","Male",2,9,1
"1301",29,"Felony","African-American","25 - 45","Female",11,8,0
"1303",24,"Misdemeanor","African-American","Less than 25","Female",2,7,1
"1304",45,"Felony","African-American","Greater than 45","Male",3,9,0
"1305",30,"Misdemeanor","African-American","25 - 45","Male",7,10,1
"1306",45,"Misdemeanor","African-American","Greater than 45","Male",0,1,0
"1308",24,"Felony","African-American","Less than 25","Male",0,3,1
"1309",20,"Misdemeanor","African-American","Less than 25","Male",0,3,1
"1315",28,"Misdemeanor","African-American","25 - 45","Female",0,3,0
"1317",46,"Felony","African-American","Greater than 45","Male",0,7,0
"1318",21,"Misdemeanor","African-American","Less than 25","Male",0,4,0
"1319",26,"Felony","African-American","25 - 45","Male",14,9,1
"1321",58,"Felony","African-American","Greater than 45","Male",24,6,1
"1323",20,"Felony","African-American","Less than 25","Female",2,10,1
"1324",28,"Misdemeanor","African-American","25 - 45","Male",0,4,1
"1327",34,"Misdemeanor","African-American","25 - 45","Male",3,1,0
"1328",32,"Felony","African-American","25 - 45","Male",15,8,1
"1329",38,"Felony","African-American","25 - 45","Male",10,4,1
"1330",22,"Felony","African-American","Less than 25","Male",0,3,0
"1335",30,"Felony","African-American","25 - 45","Male",11,8,0
"1336",29,"Misdemeanor","African-American","25 - 45","Male",2,1,0
"1337",46,"Felony","African-American","Greater than 45","Male",15,7,1
"1338",24,"Felony","African-American","Less than 25","Female",0,3,0
"1339",70,"Felony","African-American","Greater than 45","Female",1,1,0
"1343",39,"Felony","African-American","25 - 45","Female",6,5,0
"1348",27,"Felony","African-American","25 - 45","Male",1,2,0
"1350",30,"Felony","African-American","25 - 45","Male",9,10,1
"1352",54,"Felony","African-American","Greater than 45","Male",8,1,1
"1354",29,"Felony","African-American","25 - 45","Male",0,1,0
"1357",24,"Felony","African-American","Less than 25","Male",8,9,1
"1359",45,"Misdemeanor","African-American","Greater than 45","Male",2,6,0
"1360",31,"Felony","African-American","25 - 45","Male",5,5,1
"1362",21,"Felony","African-American","Less than 25","Male",0,8,1
"1368",36,"Felony","African-American","25 - 45","Male",0,5,0
"1370",57,"Felony","African-American","Greater than 45","Male",12,9,0
"1371",37,"Felony","African-American","25 - 45","Male",2,7,0
"1372",44,"Felony","African-American","25 - 45","Male",6,6,0
"1373",45,"Felony","African-American","Greater than 45","Male",8,7,1
"1375",26,"Felony","African-American","25 - 45","Male",13,8,1
"1377",25,"Felony","African-American","25 - 45","Male",0,3,0
"1378",31,"Misdemeanor","African-American","25 - 45","Male",8,7,1
"1379",43,"Felony","African-American","25 - 45","Male",1,1,0
"1380",30,"Misdemeanor","African-American","25 - 45","Male",0,1,0
